source_code,source_name,rank,target_concept_id,target_concept_code,target_concept_name,target_vocabulary_id,similarity
HHFA024,"Left colectomy with release of the left colonic angle, without restoration of continuity, by laparotomi",5,2109067,44206,"Laparoscopy, surgical; colectomy, partial, with end colostomy and closure of distal segment (Hartmann type procedure)",CPT4,0.8015
HHFA010,"Left colectomy without liberation of the left colonic angle, with restoration of continuity, by laparoscopy or by laparotomy with preparation by laparoscopy",1,2109071,44210,"Laparoscopy, surgical; colectomy, total, abdominal, without proctectomy, with ileostomy or ileoproctostomy",CPT4,0.8304
HHFA010,"Left colectomy without liberation of the left colonic angle, with restoration of continuity, by laparoscopy or by laparotomy with preparation by laparoscopy",2,2109069,44208,"Laparoscopy, surgical; colectomy, partial, with anastomosis, with coloproctostomy (low pelvic anastomosis) with colostomy",CPT4,0.8286
HHFA010,"Left colectomy without liberation of the left colonic angle, with restoration of continuity, by laparoscopy or by laparotomy with preparation by laparoscopy",3,2109072,44211,"Laparoscopy, surgical; colectomy, total, abdominal, with proctectomy, with ileoanal anastomosis, creation of ileal reservoir (S or J), with loop ileostomy, includes rectal mucosectomy, when performed",CPT4,0.8240
HHFA010,"Left colectomy without liberation of the left colonic angle, with restoration of continuity, by laparoscopy or by laparotomy with preparation by laparoscopy",4,2109068,44207,"Laparoscopy, surgical; colectomy, partial, with anastomosis, with coloproctostomy (low pelvic anastomosis)",CPT4,0.8161
HHFA010,"Left colectomy without liberation of the left colonic angle, with restoration of continuity, by laparoscopy or by laparotomy with preparation by laparoscopy",5,2109067,44206,"Laparoscopy, surgical; colectomy, partial, with end colostomy and closure of distal segment (Hartmann type procedure)",CPT4,0.7959
HHFA017,"Left colectomy without liberation of the left colonic angle, with restoration of continuity, by laparotomi",1,2109071,44210,"Laparoscopy, surgical; colectomy, total, abdominal, without proctectomy, with ileostomy or ileoproctostomy",CPT4,0.8256
HHFA017,"Left colectomy without liberation of the left colonic angle, with restoration of continuity, by laparotomi",2,2109069,44208,"Laparoscopy, surgical; colectomy, partial, with anastomosis, with coloproctostomy (low pelvic anastomosis) with colostomy",CPT4,0.8240
HHFA017,"Left colectomy without liberation of the left colonic angle, with restoration of continuity, by laparotomi",3,2109072,44211,"Laparoscopy, surgical; colectomy, total, abdominal, with proctectomy, with ileoanal anastomosis, creation of ileal reservoir (S or J), with loop ileostomy, includes rectal mucosectomy, when performed",CPT4,0.8167
HHFA017,"Left colectomy without liberation of the left colonic angle, with restoration of continuity, by laparotomi",4,2109068,44207,"Laparoscopy, surgical; colectomy, partial, with anastomosis, with coloproctostomy (low pelvic anastomosis)",CPT4,0.8130
HHFA017,"Left colectomy without liberation of the left colonic angle, with restoration of continuity, by laparotomi",5,2109067,44206,"Laparoscopy, surgical; colectomy, partial, with end colostomy and closure of distal segment (Hartmann type procedure)",CPT4,0.7949
HHFC040,"Left colectomy without liberation of the left colonic angle, without restoration of continuity, by laparoscopy",1,2109071,44210,"Laparoscopy, surgical; colectomy, total, abdominal, without proctectomy, with ileostomy or ileoproctostomy",CPT4,0.8457
HHFC040,"Left colectomy without liberation of the left colonic angle, without restoration of continuity, by laparoscopy",2,2109069,44208,"Laparoscopy, surgical; colectomy, partial, with anastomosis, with coloproctostomy (low pelvic anastomosis) with colostomy",CPT4,0.8106
HHFC040,"Left colectomy without liberation of the left colonic angle, without restoration of continuity, by laparoscopy",3,2109068,44207,"Laparoscopy, surgical; colectomy, partial, with anastomosis, with coloproctostomy (low pelvic anastomosis)",CPT4,0.8053
HHFC040,"Left colectomy without liberation of the left colonic angle, without restoration of continuity, by laparoscopy",4,2109072,44211,"Laparoscopy, surgical; colectomy, total, abdominal, with proctectomy, with ileoanal anastomosis, creation of ileal reservoir (S or J), with loop ileostomy, includes rectal mucosectomy, when performed",CPT4,0.7954
HHFC040,"Left colectomy without liberation of the left colonic angle, without restoration of continuity, by laparoscopy",5,2109073,44212,"Laparoscopy, surgical; colectomy, total, abdominal, with proctectomy, with ileostomy",CPT4,0.7931
HHFA014,"Left colectomy without liberation of the left colonic angle, without restoration of continuity, by laparotomi",1,2109071,44210,"Laparoscopy, surgical; colectomy, total, abdominal, without proctectomy, with ileostomy or ileoproctostomy",CPT4,0.8322
HHFA014,"Left colectomy without liberation of the left colonic angle, without restoration of continuity, by laparotomi",2,2109069,44208,"Laparoscopy, surgical; colectomy, partial, with anastomosis, with coloproctostomy (low pelvic anastomosis) with colostomy",CPT4,0.8177
HHFA014,"Left colectomy without liberation of the left colonic angle, without restoration of continuity, by laparotomi",3,2109072,44211,"Laparoscopy, surgical; colectomy, total, abdominal, with proctectomy, with ileoanal anastomosis, creation of ileal reservoir (S or J), with loop ileostomy, includes rectal mucosectomy, when performed",CPT4,0.8127
HHFA014,"Left colectomy without liberation of the left colonic angle, without restoration of continuity, by laparotomi",4,2109068,44207,"Laparoscopy, surgical; colectomy, partial, with anastomosis, with coloproctostomy (low pelvic anastomosis)",CPT4,0.8064
HHFA014,"Left colectomy without liberation of the left colonic angle, without restoration of continuity, by laparotomi",5,2109067,44206,"Laparoscopy, surgical; colectomy, partial, with end colostomy and closure of distal segment (Hartmann type procedure)",CPT4,0.7990
HLFA007,"Left hepatectomy enlarged to the caudate lobe [Spigel's] [segment I], by laparotomy",1,37399470,715805005,Laparoscopic sub-segmentectomy of liver,SNOMED,0.6769
HLFA007,"Left hepatectomy enlarged to the caudate lobe [Spigel's] [segment I], by laparotomy",2,3017805,30706-6,US Liver during surgery,LOINC,0.6512
HLFA007,"Left hepatectomy enlarged to the caudate lobe [Spigel's] [segment I], by laparotomy",3,4144190,307590003,Removal of liver pack,SNOMED,0.6484
HLFA007,"Left hepatectomy enlarged to the caudate lobe [Spigel's] [segment I], by laparotomy",4,619764,897714003,Laparoscopic excision of entire caudate lobe of liver,SNOMED,0.6455
HLFA007,"Left hepatectomy enlarged to the caudate lobe [Spigel's] [segment I], by laparotomy",5,2109323,47140,"Donor hepatectomy (including cold preservation), from living donor; left lateral segment only (segments II and III)",CPT4,0.6339
HLFC037,"Left hepatectomy, by laparoscopy",1,44791042,247751000000104,Laparoscopic ultrasound of liver,SNOMED,0.7919
HLFC037,"Left hepatectomy, by laparoscopy",2,4068641,174457002,Laparoscopic removal of calculus from liver,SNOMED,0.7791
HLFC037,"Left hepatectomy, by laparoscopy",3,604476,897702006,Laparoscopic extended left hemihepatectomy,SNOMED,0.7774
HLFC037,"Left hepatectomy, by laparoscopy",4,46270642,708590009,Laparoscopic wedge resection of liver,SNOMED,0.7715
HLFC037,"Left hepatectomy, by laparoscopy",5,44809602,854011000000100,Laparoscopic excision of lesion of liver,SNOMED,0.7708
HLFA018,"Left hepatectomy, by laparotomy",1,4270222,63816008,"Hepatectomy, total left lobectomy",SNOMED,0.8239
HLFA018,"Left hepatectomy, by laparotomy",2,4197173,314511002,Left hepatic trisegmentectomy,SNOMED,0.7800
HLFA018,"Left hepatectomy, by laparotomy",3,46270766,708730009,Open incision of liver,SNOMED,0.7700
HLFA018,"Left hepatectomy, by laparotomy",4,2839189,0FT2,"Medical and Surgical @ Hepatobiliary System and Pancreas @ Resection @ Liver, Left Lobe",ICD10PCS,0.7667
HLFA018,"Left hepatectomy, by laparotomy",5,4183842,54153006,Incision of liver,SNOMED,0.7565
HLFC002,"Left hepatic lobectomy, by laparoscopy",1,2839189,0FT2,"Medical and Surgical @ Hepatobiliary System and Pancreas @ Resection @ Liver, Left Lobe",ICD10PCS,0.8280
HLFC002,"Left hepatic lobectomy, by laparoscopy",2,35916562,Liver and Intrahepatic Bile Ducts@1290@37,Liver and Intrahepatic Bile Ducts@Left lobectomy,NAACCR,0.8235
HLFC002,"Left hepatic lobectomy, by laparoscopy",3,35916491,Liver and Intrahepatic Bile Ducts@1290@52,Liver and Intrahepatic Bile Ducts@Left lobectomy,NAACCR,0.8235
HLFC002,"Left hepatic lobectomy, by laparoscopy",4,604476,897702006,Laparoscopic extended left hemihepatectomy,SNOMED,0.8095
HLFC002,"Left hepatic lobectomy, by laparoscopy",5,42537389,736758005,Laparoscopic excision of lateral segment of left lobe of liver,SNOMED,0.8092
HLFA011,"Left hepatic lobectomy, by laparotomy",1,35916562,Liver and Intrahepatic Bile Ducts@1290@37,Liver and Intrahepatic Bile Ducts@Left lobectomy,NAACCR,0.8740
HLFA011,"Left hepatic lobectomy, by laparotomy",2,35916491,Liver and Intrahepatic Bile Ducts@1290@52,Liver and Intrahepatic Bile Ducts@Left lobectomy,NAACCR,0.8740
HLFA011,"Left hepatic lobectomy, by laparotomy",3,4270222,63816008,"Hepatectomy, total left lobectomy",SNOMED,0.8559
HLFA011,"Left hepatic lobectomy, by laparotomy",4,2839189,0FT2,"Medical and Surgical @ Hepatobiliary System and Pancreas @ Resection @ Liver, Left Lobe",ICD10PCS,0.8433
HLFA011,"Left hepatic lobectomy, by laparotomy",5,4197173,314511002,Left hepatic trisegmentectomy,SNOMED,0.8242
HNFC028,"Left pancreatectomy with preservation of the spleen, by laparoscopy",1,44808479,841091000000105,Laparoscopic distal pancreatectomy,SNOMED,0.7579
HNFC028,"Left pancreatectomy with preservation of the spleen, by laparoscopy",2,40487820,446408009,Laparoscopic partial splenectomy,SNOMED,0.7551
HNFC028,"Left pancreatectomy with preservation of the spleen, by laparoscopy",3,4068390,174710004,Left pancreatectomy and drainage of pancreatic duct,SNOMED,0.7503
HNFC028,"Left pancreatectomy with preservation of the spleen, by laparoscopy",4,1448965,1344964008,Laparoscopic pancreaticoduodenectomy,SNOMED,0.7150
HNFC028,"Left pancreatectomy with preservation of the spleen, by laparoscopy",5,2108428,38129,"Unlisted laparoscopy procedure, spleen",CPT4,0.7136
HNFA008,"Left pancreatectomy with preservation of the spleen, by laparotomy",1,4068390,174710004,Left pancreatectomy and drainage of pancreatic duct,SNOMED,0.8318
HNFA008,"Left pancreatectomy with preservation of the spleen, by laparotomy",2,40487820,446408009,Laparoscopic partial splenectomy,SNOMED,0.7248
HNFA008,"Left pancreatectomy with preservation of the spleen, by laparotomy",3,44808479,841091000000105,Laparoscopic distal pancreatectomy,SNOMED,0.7240
HNFA008,"Left pancreatectomy with preservation of the spleen, by laparotomy",4,35916702,Lymph Nodes@1290@60,"Lymph Nodes@Lymph node dissection, NOS and partial/total removal of adjacent organ(s) PLUS splenectomy (Includes staging laparotomy for lymphoma)",NAACCR,0.7077
HNFA008,"Left pancreatectomy with preservation of the spleen, by laparotomy",5,2109324,47141,"Donor hepatectomy (including cold preservation), from living donor; total left lobectomy (segments II, III and IV)",CPT4,0.7016
HNFA002,"Left pancreatectomy with preservation of the spleen, with pancreatojejunal or pancreaticojejunal anastomosis, by laparotomy",1,4068390,174710004,Left pancreatectomy and drainage of pancreatic duct,SNOMED,0.8073
HNFA002,"Left pancreatectomy with preservation of the spleen, with pancreatojejunal or pancreaticojejunal anastomosis, by laparotomy",2,2109324,47141,"Donor hepatectomy (including cold preservation), from living donor; total left lobectomy (segments II, III and IV)",CPT4,0.7698
HNFA002,"Left pancreatectomy with preservation of the spleen, with pancreatojejunal or pancreaticojejunal anastomosis, by laparotomy",3,2109323,47140,"Donor hepatectomy (including cold preservation), from living donor; left lateral segment only (segments II and III)",CPT4,0.7615
HNFA002,"Left pancreatectomy with preservation of the spleen, with pancreatojejunal or pancreaticojejunal anastomosis, by laparotomy",4,35916702,Lymph Nodes@1290@60,"Lymph Nodes@Lymph node dissection, NOS and partial/total removal of adjacent organ(s) PLUS splenectomy (Includes staging laparotomy for lymphoma)",NAACCR,0.7244
HNFA002,"Left pancreatectomy with preservation of the spleen, with pancreatojejunal or pancreaticojejunal anastomosis, by laparotomy",5,4247169,60194009,Distal subtotal pancreatectomy with splenectomy,SNOMED,0.7210
HNFA010,"Left pancreatectomy with splenectomy [Left splenopancreatectomy] with pancreatojejunal or pancreatojejunal anastomosis, by laparotomy",1,4044879,12913009,Splenorrhaphy with partial splenectomy,SNOMED,0.7766
HNFA010,"Left pancreatectomy with splenectomy [Left splenopancreatectomy] with pancreatojejunal or pancreatojejunal anastomosis, by laparotomy",2,4068390,174710004,Left pancreatectomy and drainage of pancreatic duct,SNOMED,0.7578
HNFA010,"Left pancreatectomy with splenectomy [Left splenopancreatectomy] with pancreatojejunal or pancreatojejunal anastomosis, by laparotomy",3,4247169,60194009,Distal subtotal pancreatectomy with splenectomy,SNOMED,0.7343
HNFA010,"Left pancreatectomy with splenectomy [Left splenopancreatectomy] with pancreatojejunal or pancreatojejunal anastomosis, by laparotomy",4,35916702,Lymph Nodes@1290@60,"Lymph Nodes@Lymph node dissection, NOS and partial/total removal of adjacent organ(s) PLUS splenectomy (Includes staging laparotomy for lymphoma)",NAACCR,0.7340
HNFA010,"Left pancreatectomy with splenectomy [Left splenopancreatectomy] with pancreatojejunal or pancreatojejunal anastomosis, by laparotomy",5,2109324,47141,"Donor hepatectomy (including cold preservation), from living donor; total left lobectomy (segments II, III and IV)",CPT4,0.7336
HNFC002,"Left pancreatectomy with splenectomy [Left splenopancreatectomy], by laparoscopy",1,40487820,446408009,Laparoscopic partial splenectomy,SNOMED,0.8189
HNFC002,"Left pancreatectomy with splenectomy [Left splenopancreatectomy], by laparoscopy",2,4195648,314118002,Laparoscopic total splenectomy,SNOMED,0.8006
HNFC002,"Left pancreatectomy with splenectomy [Left splenopancreatectomy], by laparoscopy",3,2108427,38120,"Laparoscopy, surgical, splenectomy",CPT4,0.7817
HNFC002,"Left pancreatectomy with splenectomy [Left splenopancreatectomy], by laparoscopy",4,2108428,38129,"Unlisted laparoscopy procedure, spleen",CPT4,0.7558
HNFC002,"Left pancreatectomy with splenectomy [Left splenopancreatectomy], by laparoscopy",5,44808479,841091000000105,Laparoscopic distal pancreatectomy,SNOMED,0.7345
HNFA013,"Left pancreatectomy with splenectomy [Left splenopancreatectomy], by laparotomy",1,4068390,174710004,Left pancreatectomy and drainage of pancreatic duct,SNOMED,0.7726
HNFA013,"Left pancreatectomy with splenectomy [Left splenopancreatectomy], by laparotomy",2,4044879,12913009,Splenorrhaphy with partial splenectomy,SNOMED,0.7713
HNFA013,"Left pancreatectomy with splenectomy [Left splenopancreatectomy], by laparotomy",3,40487820,446408009,Laparoscopic partial splenectomy,SNOMED,0.7608
HNFA013,"Left pancreatectomy with splenectomy [Left splenopancreatectomy], by laparotomy",4,4195648,314118002,Laparoscopic total splenectomy,SNOMED,0.7534
HNFA013,"Left pancreatectomy with splenectomy [Left splenopancreatectomy], by laparotomy",5,4247169,60194009,Distal subtotal pancreatectomy with splenectomy,SNOMED,0.7500
NJAA004,"Lengthening and / or transfer of several tendons with capsulotomy for correction of defective knee posture, by direct approach",1,2105307,27686,"Lengthening or shortening of tendon, leg or ankle; multiple tendons (through same incision), each",CPT4,0.8175
NJAA004,"Lengthening and / or transfer of several tendons with capsulotomy for correction of defective knee posture, by direct approach",2,2105306,27685,"Lengthening or shortening of tendon, leg or ankle; single tendon (separate procedure)",CPT4,0.7831
NJAA004,"Lengthening and / or transfer of several tendons with capsulotomy for correction of defective knee posture, by direct approach",3,2104556,26502,"Reconstruction of tendon pulley, each tendon; with tendon or fascial graft (includes obtaining graft) (separate procedure)",CPT4,0.7797
NJAA004,"Lengthening and / or transfer of several tendons with capsulotomy for correction of defective knee posture, by direct approach",4,2006178,83.83,Tendon pulley reconstruction other than hand,ICD9Proc,0.7738
NJAA004,"Lengthening and / or transfer of several tendons with capsulotomy for correction of defective knee posture, by direct approach",5,2105043,27394,"Lengthening of hamstring tendon; multiple tendons, 1 leg",CPT4,0.7692
NJAA002,"Lengthening and / or transfer of tendon without capsulotomy for correction of defective knee posture, by direct approach",1,2105307,27686,"Lengthening or shortening of tendon, leg or ankle; multiple tendons (through same incision), each",CPT4,0.8066
NJAA002,"Lengthening and / or transfer of tendon without capsulotomy for correction of defective knee posture, by direct approach",2,2105306,27685,"Lengthening or shortening of tendon, leg or ankle; single tendon (separate procedure)",CPT4,0.8033
NJAA002,"Lengthening and / or transfer of tendon without capsulotomy for correction of defective knee posture, by direct approach",3,2006178,83.83,Tendon pulley reconstruction other than hand,ICD9Proc,0.7720
NJAA002,"Lengthening and / or transfer of tendon without capsulotomy for correction of defective knee posture, by direct approach",4,2105310,27691,"Transfer or transplant of single tendon (with muscle redirection or rerouting); deep (eg, anterior tibial or posterior tibial through interosseous space, flexor digitorum longus, flexor hallucis longus, or peroneal tendon to midfoot or hindfoot)",CPT4,0.7680
NJAA002,"Lengthening and / or transfer of tendon without capsulotomy for correction of defective knee posture, by direct approach",5,2104556,26502,"Reconstruction of tendon pulley, each tendon; with tendon or fascial graft (includes obtaining graft) (separate procedure)",CPT4,0.7657
NJAA003,"Lengthening of a tendon in the hindfoot, by direct approach",1,1242726,1287745001,Transfer of tendon of foot,SNOMED,0.7463
NJAA003,"Lengthening of a tendon in the hindfoot, by direct approach",2,40479676,443014000,Lengthening of tendon of ankle,SNOMED,0.7414
NJAA003,"Lengthening of a tendon in the hindfoot, by direct approach",3,4253643,74864006,Transfer of extensor hallucis longus tendon,SNOMED,0.7390
NJAA003,"Lengthening of a tendon in the hindfoot, by direct approach",4,4215780,71824006,Lengthening of abductor hallucis muscle,SNOMED,0.7307
NJAA003,"Lengthening of a tendon in the hindfoot, by direct approach",5,2105307,27686,"Lengthening or shortening of tendon, leg or ankle; multiple tendons (through same incision), each",CPT4,0.7215
NJAA001,"Lengthening of several tendons of the hindfoot, by direct approach",1,2105307,27686,"Lengthening or shortening of tendon, leg or ankle; multiple tendons (through same incision), each",CPT4,0.7656
NJAA001,"Lengthening of several tendons of the hindfoot, by direct approach",2,40479676,443014000,Lengthening of tendon of ankle,SNOMED,0.7615
NJAA001,"Lengthening of several tendons of the hindfoot, by direct approach",3,4263751,46256000,Reconstruction of toe for macrodactyly with bone resection,SNOMED,0.7497
NJAA001,"Lengthening of several tendons of the hindfoot, by direct approach",4,4074246,178872004,Complex reconstruction of hindfoot,SNOMED,0.7437
NJAA001,"Lengthening of several tendons of the hindfoot, by direct approach",5,4215780,71824006,Lengthening of abductor hallucis muscle,SNOMED,0.7377
BAAA001,"Lengthening of the levator muscle of the upper eyelid and / or section of its deep lamina [M?ller's muscle], with the interposition of inert material or autograft",1,4110885,254952003,Lengthening of levator palpebrae muscle,SNOMED,0.8595
BAAA001,"Lengthening of the levator muscle of the upper eyelid and / or section of its deep lamina [M?ller's muscle], with the interposition of inert material or autograft",2,4333129,231623009,Muscle graft into levator palpebrae muscle,SNOMED,0.8253
BAAA001,"Lengthening of the levator muscle of the upper eyelid and / or section of its deep lamina [M?ller's muscle], with the interposition of inert material or autograft",3,2111113,67903,"Repair of blepharoptosis; (tarso) levator resection or advancement, internal approach",CPT4,0.8141
BAAA001,"Lengthening of the levator muscle of the upper eyelid and / or section of its deep lamina [M?ller's muscle], with the interposition of inert material or autograft",4,4234747,359637008,Repair of blepharoptosis by resection or advancement of levator muscle or aponeurosis,SNOMED,0.8006
BAAA001,"Lengthening of the levator muscle of the upper eyelid and / or section of its deep lamina [M?ller's muscle], with the interposition of inert material or autograft",5,4240107,57990001,Repair of blepharoptosis by levator muscle technique,SNOMED,0.7855
BAAA002,"Lengthening of the levator muscle of the upper eyelid and / or section of its deep lamina [M?llerian muscle], without interposition of inert material or autograft",1,4110885,254952003,Lengthening of levator palpebrae muscle,SNOMED,0.8755
BAAA002,"Lengthening of the levator muscle of the upper eyelid and / or section of its deep lamina [M?llerian muscle], without interposition of inert material or autograft",2,4333129,231623009,Muscle graft into levator palpebrae muscle,SNOMED,0.8268
BAAA002,"Lengthening of the levator muscle of the upper eyelid and / or section of its deep lamina [M?llerian muscle], without interposition of inert material or autograft",3,2111113,67903,"Repair of blepharoptosis; (tarso) levator resection or advancement, internal approach",CPT4,0.8123
BAAA002,"Lengthening of the levator muscle of the upper eyelid and / or section of its deep lamina [M?llerian muscle], without interposition of inert material or autograft",4,4234747,359637008,Repair of blepharoptosis by resection or advancement of levator muscle or aponeurosis,SNOMED,0.8063
BAAA002,"Lengthening of the levator muscle of the upper eyelid and / or section of its deep lamina [M?llerian muscle], without interposition of inert material or autograft",5,4240107,57990001,Repair of blepharoptosis by levator muscle technique,SNOMED,0.7929
JHAA005,Lengthening of the penis by corpora cavernosa plasty,1,4137609,32559005,Reconstruction of penis,SNOMED,0.8515
JHAA005,Lengthening of the penis by corpora cavernosa plasty,2,4217454,81474006,Repair of penis,SNOMED,0.8070
JHAA005,Lengthening of the penis by corpora cavernosa plasty,3,2109947,54360,Plastic operation on penis to correct angulation,CPT4,0.8067
JHAA005,Lengthening of the penis by corpora cavernosa plasty,4,4135827,31736003,Construction of corpora cavernosa-corpus spongiosum shunt,SNOMED,0.8048
JHAA005,Lengthening of the penis by corpora cavernosa plasty,5,4189088,38882005,Reconstruction of penis with graft,SNOMED,0.8034
JHAA004,Lengthening of the penis by sectioning the suspensory ligament,1,4230372,359708002,Radical amputation of penis,SNOMED,0.7757
JHAA004,Lengthening of the penis by sectioning the suspensory ligament,2,4341539,236361001,Release of penis from zipper,SNOMED,0.7757
JHAA004,Lengthening of the penis by sectioning the suspensory ligament,3,3186151,17540001000004103,Resection of penile contracture,Nebraska Lexicon,0.7735
JHAA004,Lengthening of the penis by sectioning the suspensory ligament,4,4321575,9788004,Lysis of penile adhesions,SNOMED,0.7643
JHAA004,Lengthening of the penis by sectioning the suspensory ligament,5,4137609,32559005,Reconstruction of penis,SNOMED,0.7572
MJAA002,"Lengthening of the tendons and / or disinsertion of the flexor muscles of the hand or fingers, by direct approach",1,2104532,26478,"Lengthening of tendon, flexor, hand or finger, each tendon",CPT4,0.8662
MJAA002,"Lengthening of the tendons and / or disinsertion of the flexor muscles of the hand or fingers, by direct approach",2,2104520,26476,"Lengthening of tendon, extensor, hand or finger, each tendon",CPT4,0.8293
MJAA002,"Lengthening of the tendons and / or disinsertion of the flexor muscles of the hand or fingers, by direct approach",3,2104459,26350,"Repair or advancement, flexor tendon, not in zone 2 digital flexor tendon sheath (eg, no man's land); primary or secondary without free graft, each tendon",CPT4,0.8122
MJAA002,"Lengthening of the tendons and / or disinsertion of the flexor muscles of the hand or fingers, by direct approach",4,2104477,26390,"Excision flexor tendon, with implantation of synthetic rod for delayed tendon graft, hand or finger, each rod",CPT4,0.8064
MJAA002,"Lengthening of the tendons and / or disinsertion of the flexor muscles of the hand or fingers, by direct approach",5,2104460,26352,"Repair or advancement, flexor tendon, not in zone 2 digital flexor tendon sheath (eg, no man's land); secondary with free graft (includes obtaining graft), each tendon",CPT4,0.8036
MJAA001,"Lengthening of the tendons and / or extensor muscles of the hand or fingers, by direct approach",1,2104532,26478,"Lengthening of tendon, flexor, hand or finger, each tendon",CPT4,0.8463
MJAA001,"Lengthening of the tendons and / or extensor muscles of the hand or fingers, by direct approach",2,2104520,26476,"Lengthening of tendon, extensor, hand or finger, each tendon",CPT4,0.8451
MJAA001,"Lengthening of the tendons and / or extensor muscles of the hand or fingers, by direct approach",3,4236632,90650008,Lengthening of tendon of hand,SNOMED,0.8269
MJAA001,"Lengthening of the tendons and / or extensor muscles of the hand or fingers, by direct approach",4,4273857,6403005,Lengthening of muscle of hand,SNOMED,0.7880
MJAA001,"Lengthening of the tendons and / or extensor muscles of the hand or fingers, by direct approach",5,4206927,56278001,Advancement of tendon of hand,SNOMED,0.7674
HDAA002,Lengthening veloplasty with palatal flap,1,4297864,76620004,Palatoplasty for lengthening of palate with pharyngeal flap,SNOMED,0.8617
HDAA002,Lengthening veloplasty with palatal flap,2,2108743,42220,Palatoplasty for cleft palate; secondary lengthening procedure,CPT4,0.7946
HDAA002,Lengthening veloplasty with palatal flap,3,4123868,287423007,Reconstruction of palate,SNOMED,0.7918
HDAA002,Lengthening veloplasty with palatal flap,4,4071128,173399009,Repair of defect of palate with flap of palate,SNOMED,0.7817
HDAA002,Lengthening veloplasty with palatal flap,5,4261081,440705000,Construction of custom palatal lift prosthesis,SNOMED,0.7601
02.04.04.01,Lens extraction,1,4327634,75170007,Extraction of lens of eye,SNOMED,0.9596
02.04.04.01,Lens extraction,2,4030247,13793006,Extracapsular extraction of lens,SNOMED,0.8490
02.04.04.01,Lens extraction,3,4275444,64854001,Aspiration of lens,SNOMED,0.8431
02.04.04.01,Lens extraction,4,4067124,172538005,Mechanical lensectomy,SNOMED,0.8283
02.04.04.01,Lens extraction,5,4190770,415281000,Refractive lensectomy,SNOMED,0.8088
YYYY002,Level 2 cardiology package,1,745632,0915T,"Insertion of permanent cardiac contractility modulation-defibrillation system component(s), including fluoroscopic guidance, and evaluation and programming of sensing and therapeutic parameters; pulse generator and dual transvenous electrodes/leads (pa...",CPT4,0.7018
YYYY002,Level 2 cardiology package,2,40661615,G0423,"Intensive cardiac rehabilitation; with or without continuous ecg monitoring; without exercise, per session",HCPCS,0.6991
YYYY002,Level 2 cardiology package,3,40658719,G0422,"Intensive cardiac rehabilitation; with or without continuous ecg monitoring with exercise, per session",HCPCS,0.6868
YYYY002,Level 2 cardiology package,4,42627872,0411T,"Insertion or replacement of permanent cardiac contractility modulation system, including contractility evaluation when performed, and programming of sensing and therapeutic parameters; ventricular electrode only",CPT4,0.6839
YYYY002,Level 2 cardiology package,5,745635,0918T,"Insertion of permanent cardiac contractility modulation-defibrillation system component(s), including fluoroscopic guidance, and evaluation and programming of sensing and therapeutic parameters; dual transvenous leads (pacing and defibrillation) only",CPT4,0.6807
YYYY015,Level A resuscitation package,1,44515608,X50.3,Advanced cardiac pulmonary resuscitation,OPCS4,0.6346
YYYY015,Level A resuscitation package,2,44814030,873341000000100,Discussion about resuscitation,SNOMED,0.6228
YYYY015,Level A resuscitation package,3,2514560,99465,"Delivery/birthing room resuscitation, provision of positive pressure ventilation and/or chest compressions in the presence of acute inadequate ventilation and/or cardiac output",CPT4,0.6167
YYYY015,Level A resuscitation package,4,42538137,739123003,European Resuscitation Council advanced life support protocol,SNOMED,0.6121
YYYY015,Level A resuscitation package,5,46286337,984511000000109,Provision of ambulance with one person team,SNOMED,0.6015
EDPA002,"Liberation of a digestive artery, by laparotomy",1,4249302,7365008,Ligation of abdominal artery,SNOMED,0.7538
EDPA002,"Liberation of a digestive artery, by laparotomy",2,4100324,27560000,Incision of abdominal artery,SNOMED,0.7421
EDPA002,"Liberation of a digestive artery, by laparotomy",3,4233152,356386000,Division of artery of abdomen,SNOMED,0.7377
EDPA002,"Liberation of a digestive artery, by laparotomy",4,4004055,120216002,Removal from artery of abdomen,SNOMED,0.7371
EDPA002,"Liberation of a digestive artery, by laparotomy",5,4302010,78739008,Surgical occlusion of abdominal artery,SNOMED,0.7163
AHPA028,"Liberation of digital nerve by direct approach, on a ray of the hand",1,4336315,231070009,Repair of digital nerve,SNOMED,0.7436
AHPA028,"Liberation of digital nerve by direct approach, on a ray of the hand",2,2110864,64832,"Suture of digital nerve, hand or foot; each additional digital nerve (List separately in addition to code for primary procedure)",CPT4,0.7395
AHPA028,"Liberation of digital nerve by direct approach, on a ray of the hand",3,2110863,64831,"Suture of digital nerve, hand or foot; 1 nerve",CPT4,0.7248
AHPA028,"Liberation of digital nerve by direct approach, on a ray of the hand",4,4241853,59428000,Decompression of plantar digital nerve,SNOMED,0.7047
AHPA028,"Liberation of digital nerve by direct approach, on a ray of the hand",5,2110844,64776,"Excision of neuroma; digital nerve, 1 or both, same digit",CPT4,0.7011
AHPA005,"Liberation of the brachial plexus with scalenotomy and cervical rib removal, by supraclavicular approach",1,2874397,01N3,Medical and Surgical @ Peripheral Nervous System @ Release @ Brachial Plexus,ICD10PCS,0.7352
AHPA005,"Liberation of the brachial plexus with scalenotomy and cervical rib removal, by supraclavicular approach",2,4214844,39647001,Neuroplasty of major peripheral nerve of brachial plexus,SNOMED,0.7168
