"Code CCAM de l’acte, Code de la consultation et éventuellement de la majoration","ccam","label","chapterCode","chapterLabel","parentCode","parentLabel","topographie","topographieLabel","action","actionLabel","modeAcces","modeAccesLabel","code","Famille d’acte","familleLabel"
"JZQH0020","JZQH002","urographie intraveineuse sans urétrocystographie permictionnelle","08","appareil urinaire et génital","08.01.03","radiographie de l'appareil urinaire et génital","JZ","appareil urinaire et génital, sans précision","Q","guider/enregistrer/examiner/mesurer","H","acte par rayons x, avec accès autre qu’abord ouvert","002","170","radiographie des reins, des voies urinaires ou de l’utérus"
"JZQH0030","JZQH003","urographie intraveineuse avec urétrocystographie permictionnelle","08","appareil urinaire et génital","08.01.03","radiographie de l'appareil urinaire et génital","JZ","appareil urinaire et génital, sans précision","Q","guider/enregistrer/examiner/mesurer","H","acte par rayons x, avec accès autre qu’abord ouvert","003","170","radiographie des reins, des voies urinaires ou de l’utérus"
"KCFA0010","KCFA001","lobectomie unilatérale de la glande thyroïde, par cervicotomie","10","glandes endocrines et métabolisme","10.02.03.02","exérèse de la glande thyroïde","KC","glande thyroïde","F","exciser","A","abord ouvert","001","31","chirurgie de la thyroïde et des parathyroïdes"
"KCFA0050","KCFA005","thyroïdectomie totale, par cervicotomie","10","glandes endocrines et métabolisme","10.02.03.02","exérèse de la glande thyroïde","KC","glande thyroïde","F","exciser","A","abord ouvert","005","31","chirurgie de la thyroïde et des parathyroïdes"
"KCFA0080","KCFA008","lobo-isthmectomie unilatérale de la glande thyroïde, par cervicotomie","10","glandes endocrines et métabolisme","10.02.03.02","exérèse de la glande thyroïde","KC","glande thyroïde","F","exciser","A","abord ouvert","008","31","chirurgie de la thyroïde et des parathyroïdes"
"KCHB0010","KCHB001","ponction ou cytoponction de la glande thyroïde, par voie transcutanée sans guidage","10","glandes endocrines et métabolisme","10.01.04","ponction, biopsie et prélèvement des glandes endocrines","KC","glande thyroïde","H","prélever","B","accès transpariétal","001","150","ponction et biopsie de la thyroïde"
"KCHJ0010","KCHJ001","ponction ou cytoponction d'une lésion de la glande thyroïde, par voie transcutanée avec guidage échographique","10","glandes endocrines et métabolisme","10.01.04","ponction, biopsie et prélèvement des glandes endocrines","KC","glande thyroïde","H","prélever","J","acte par ultrasons ou remnographie avec accès autre qu’abord ouvert","001","150","ponction et biopsie de la thyroïde"
"KCHJ0020","KCHJ002","biopsie de plusieurs lésions de la glande thyroïde, par voie transcutanée avec guidage échographique","10","glandes endocrines et métabolisme","10.01.04","ponction, biopsie et prélèvement des glandes endocrines","KC","glande thyroïde","H","prélever","J","acte par ultrasons ou remnographie avec accès autre qu’abord ouvert","002","150","ponction et biopsie de la thyroïde"
"KCHJ0030","KCHJ003","biopsie d'une lésion de la glande thyroïde, par voie transcutanée avec guidage échographique","10","glandes endocrines et métabolisme","10.01.04","ponction, biopsie et prélèvement des glandes endocrines","KC","glande thyroïde","H","prélever","J","acte par ultrasons ou remnographie avec accès autre qu’abord ouvert","003","150","ponction et biopsie de la thyroïde"
"KCHJ0040","KCHJ004","ponction ou cytoponction de plusieurs lésions de la glande thyroïde, par voie transcutanée avec guidage échographique","10","glandes endocrines et métabolisme","10.01.04","ponction, biopsie et prélèvement des glandes endocrines","KC","glande thyroïde","H","prélever","J","acte par ultrasons ou remnographie avec accès autre qu’abord ouvert","004","150","ponction et biopsie de la thyroïde"
"KCJA0010","KCJA001","évacuation de collection de la loge thyroïdienne, par cervicotomie","10","glandes endocrines et métabolisme","10.02.03.01","évacuation de collection de la glande thyroïde","KC","glande thyroïde","J","drainer/évacuer/nettoyer","A","abord ouvert","001","31","chirurgie de la thyroïde et des parathyroïdes"
"KCJB0010","KCJB001","évacuation de collection de la glande thyroïde et/ou de sa loge, par voie transcutanée","10","glandes endocrines et métabolisme","10.02.03.01","évacuation de collection de la glande thyroïde","KC","glande thyroïde","J","drainer/évacuer/nettoyer","B","accès transpariétal","001","31","chirurgie de la thyroïde et des parathyroïdes"
"KCMA0010","KCMA001","totalisation secondaire de thyroïdectomie, par cervicotomie","10","glandes endocrines et métabolisme","10.02.03.02","exérèse de la glande thyroïde","KC","glande thyroïde","M","fabriquer/préparer/régler/réparer/réviser","A","abord ouvert","001","31","chirurgie de la thyroïde et des parathyroïdes"
"KCNL0030","KCNL003","irradiation interne de la glande thyroïde par administration d'iode 131 à une dose inférieure ou égale à 1 gigabecquerel [GBq]","10","glandes endocrines et métabolisme","10.02.03.03","destruction de la glande thyroïde","KC","glande thyroïde","N","détruire/fragmenter","L","acte par agent ionisant","003","83","destruction de la thyroïde par iode radioactif"
"KCNL0040","KCNL004","irradiation interne de la glande thyroïde par administration d'iode 131 à une dose supérieure à 1 gigabecquerel [GBq]","10","glandes endocrines et métabolisme","10.02.03.03","destruction de la glande thyroïde","KC","glande thyroïde","N","détruire/fragmenter","L","acte par agent ionisant","004","83","destruction de la thyroïde par iode radioactif"
"KCQL0010","KCQL001","scintigraphie de la glande thyroïde avec mesure radio-isotopique de la fixation thyroïdienne de l'iode","10","glandes endocrines et métabolisme","10.01.02","scintigraphie des glandes endocrines","KC","glande thyroïde","Q","guider/enregistrer/examiner/mesurer","L","acte par agent ionisant","001","190","scintigraphie de la thyroïde"
"KCQL0030","KCQL003","scintigraphie de la glande thyroïde","10","glandes endocrines et métabolisme","10.01.02","scintigraphie des glandes endocrines","KC","glande thyroïde","Q","guider/enregistrer/examiner/mesurer","L","acte par agent ionisant","003","190","scintigraphie de la thyroïde"
"KCQM0010","KCQM001","échographie transcutanée de la glande thyroïd","10","glandes endocrines et métabolisme","10.01.01","échographie des glandes endocrines","KC","glande thyroïde","Q","guider/enregistrer/examiner/mesurer","M","acte par ultrasons, sans accès","001","98","échographie de la thyroïde et des parathyroïdes"
"KDFA0020","KDFA002","parathyroïdectomie unique sans exploration des autres sites parathyroïdiens, par cervicotomie","10","glandes endocrines et métabolisme","10.02.04.02","parathyroïdectomie","KD","glandes parathyroïdes","F","exciser","A","abord ouvert","002","31","chirurgie de la thyroïde et des parathyroïdes"
"KDFC0010","KDFC001","parathyroïdectomie unique sans exploration des autres sites parathyroïdiens, par cervicoscopie","10","glandes endocrines et métabolisme","10.02.04.02","parathyroïdectomie","KD","glandes parathyroïdes","F","exciser","C","accès endoscopique transpariétal","001","31","chirurgie de la thyroïde et des parathyroïdes"
"KDQA0010","KDQA001","exploration des sites parathyroïdiens cervicaux, par cervicotomie","10","glandes endocrines et métabolisme","10.02.04.01","exploration des sites parathyroïdiens","KD","glandes parathyroïdes","Q","guider/enregistrer/examiner/mesurer","A","abord ouvert","001","31","chirurgie de la thyroïde et des parathyroïdes"
"KDQL0010","KDQL001","scintigraphie des glandes parathyroïdes","10","glandes endocrines et métabolisme","10.01.02","scintigraphie des glandes endocrines","KD","glandes parathyroïdes","Q","guider/enregistrer/examiner/mesurer","L","acte par agent ionisant","001","189","scintigraphie - hors coeur, thyroïde, poumon et os"
"KDQM0010","KDQM001","échographie transcutanée des glandes parathyroïde","10","glandes endocrines et métabolisme","10.01.01","échographie des glandes endocrines","KD","glandes parathyroïdes","Q","guider/enregistrer/examiner/mesurer","M","acte par ultrasons, sans accès","001","98","échographie de la thyroïde et des parathyroïdes"
"LACA0030","LACA003","ostéosynthèse de fracture de l'os zygomatique [malaire] avec réfection du plancher de l'orbite, par abord direct","11","appareil ostéoarticulaire et musculaire de la tête","11.02.03.03","traitement chirurgical des fractures de l'étage moyen de la face","LA","squelette du crâne, de la face ou sans précision (sauf mâchoire)","C","dévier/ouvrir/réunir","A","abord ouvert","003","213","traitement des fractures des os de la face"
"LAEA0070","LAEA007","réduction de fracture de l'os nasal, par abord direct","11","appareil ostéoarticulaire et musculaire de la tête","11.02.03.03","traitement chirurgical des fractures de l'étage moyen de la face","LA","squelette du crâne, de la face ou sans précision (sauf mâchoire)","E","déplacer/replacer","A","abord ouvert","007","213","traitement des fractures des os de la face"
"LAEP0010","LAEP001","réduction orthopédique de fracture de l'os zygomatique [malaire] ou de l'arcade zygomatique","11","appareil ostéoarticulaire et musculaire de la tête","11.02.03.01","réduction orthopédique de fracture de l'étage moyen de la face","LA","squelette du crâne, de la face ou sans précision (sauf mâchoire)","E","déplacer/replacer","P","acte par autre moyen, sans accès, ou non précisé","001","213","traitement des fractures des os de la face"
"LAEP0020","LAEP002","réduction orthopédique de fracture de l'os nasal [des os propres du nez]","11","appareil ostéoarticulaire et musculaire de la tête","11.02.03.01","réduction orthopédique de fracture de l'étage moyen de la face","LA","squelette du crâne, de la face ou sans précision (sauf mâchoire)","E","déplacer/replacer","P","acte par autre moyen, sans accès, ou non précisé","002","213","traitement des fractures des os de la face"
"LAFA0170","LAFA017","ethmoïdectomie totale unilatérale avec sphénoïdotomie, par endoscopie","06","appareil respiratoire","06.02.03.02","actes thérapeutiques sur le sinus ethmoïdal","LA","squelette du crâne, de la face ou sans précision (sauf mâchoire)","F","exciser","A","abord ouvert","017","64","chirurgie des sinus"
"LAFA0180","LAFA018","ethmoïdectomie totale bilatérale avec sphénoïdotomie, par endoscopie","06","appareil respiratoire","06.02.03.02","actes thérapeutiques sur le sinus ethmoïdal","LA","squelette du crâne, de la face ou sans précision (sauf mâchoire)","F","exciser","A","abord ouvert","018","64","chirurgie des sinus"
"LAFA0190","LAFA019","ethmoïdectomie totale bilatérale avec septoplastie nasale et sphénoïdotomie, par endoscopie","06","appareil respiratoire","06.02.03.02","actes thérapeutiques sur le sinus ethmoïdal","LA","squelette du crâne, de la face ou sans précision (sauf mâchoire)","F","exciser","A","abord ouvert","019","64","chirurgie des sinus"
"LAFA0210","LAFA021","ethmoïdectomie antérieure, par endoscopie","06","appareil respiratoire","06.02.03.02","actes thérapeutiques sur le sinus ethmoïdal","LA","squelette du crâne, de la face ou sans précision (sauf mâchoire)","F","exciser","A","abord ouvert","021","64","chirurgie des sinus"
"LAFA0220","LAFA022","ethmoïdectomie totale bilatérale, par endoscopie","06","appareil respiratoire","06.02.03.02","actes thérapeutiques sur le sinus ethmoïdal","LA","squelette du crâne, de la face ou sans précision (sauf mâchoire)","F","exciser","A","abord ouvert","022","64","chirurgie des sinus"
"LAFA0240","LAFA024","ethmoïdectomie totale unilatérale, par endoscopie","06","appareil respiratoire","06.02.03.02","actes thérapeutiques sur le sinus ethmoïdal","LA","squelette du crâne, de la face ou sans précision (sauf mâchoire)","F","exciser","A","abord ouvert","024","64","chirurgie des sinus"
"LAGA0020","LAGA002","ablation de matériel interne d'ostéosynthèse du massif facial sur 3 sites ou plus, par abord direct","11","appareil ostéoarticulaire et musculaire de la tête","11.02.05.05","ablation de matériel osseux sur le crâne et la face","LA","squelette du crâne, de la face ou sans précision (sauf mâchoire)","G","enlever/évider/extraire","A","abord ouvert","002","213","traitement des fractures des os de la face"
"LAGA0030","LAGA003","ablation de matériel interne d'ostéosynthèse ou de distraction du massif facial sur un site, par abord direct","11","appareil ostéoarticulaire et musculaire de la tête","11.02.05.05","ablation de matériel osseux sur le crâne et la face","LA","squelette du crâne, de la face ou sans précision (sauf mâchoire)","G","enlever/évider/extraire","A","abord ouvert","003","59","chirurgie des os de la face (hors fracture - luxation)"
"LAGA0040","LAGA004","ablation de matériel externe d'ostéosynthèse ou de distraction du crâne et/ou du massif facial","11","appareil ostéoarticulaire et musculaire de la tête","11.02.05.05","ablation de matériel osseux sur le crâne et la face","LA","squelette du crâne, de la face ou sans précision (sauf mâchoire)","G","enlever/évider/extraire","A","abord ouvert","004","59","chirurgie des os de la face (hors fracture - luxation)"
"LAGA0050","LAGA005","ablation de matériel interne d'ostéosynthèse ou de distraction du massif facial sur 2 sites, par abord direct","11","appareil ostéoarticulaire et musculaire de la tête","11.02.05.05","ablation de matériel osseux sur le crâne et la face","LA","squelette du crâne, de la face ou sans précision (sauf mâchoire)","G","enlever/évider/extraire","A","abord ouvert","005","59","chirurgie des os de la face (hors fracture - luxation)"
"LAMA0070","LAMA007","réfection du plancher de l'orbite, par abord direct","11","appareil ostéoarticulaire et musculaire de la tête","11.02.03.03","traitement chirurgical des fractures de l'étage moyen de la face","LA","squelette du crâne, de la face ou sans précision (sauf mâchoire)","M","fabriquer/préparer/régler/réparer/réviser","A","abord ouvert","007","59","chirurgie des os de la face (hors fracture - luxation)"
"LAQJ0010","LAQJ001","remnographie [IRM] de la face, avec injection intraveineuse de produit de contraste","11","appareil ostéoarticulaire et musculaire de la tête","11.01.05","remnographie [IRM] de la tête","LA","squelette du crâne, de la face ou sans précision (sauf mâchoire)","Q","guider/enregistrer/examiner/mesurer","J","acte par ultrasons ou remnographie avec accès autre qu’abord ouvert","001","142","IRM du crâne, de la face ou du cou"
"LAQK0010","LAQK001","téléradiographie du crâne et du massif facial selon 2 incidences","11","appareil ostéoarticulaire et musculaire de la tête","11.01.03","radiographie de la tête","LA","squelette du crâne, de la face ou sans précision (sauf mâchoire)","Q","guider/enregistrer/examiner/mesurer","K","acte par rayons x, sans accès","001","175","radiographie osseuse et articulaire du crâne et de la face et radiographie des tissus mous du cou"
"LAQK0020","LAQK002","scanographie unilatérale ou bilatérale de la partie pétreuse de l'os temporal [rocher] et de l'oreille moyenne","11","appareil ostéoarticulaire et musculaire de la tête","11.01.04","scanographie de la tête","LA","squelette du crâne, de la face ou sans précision (sauf mâchoire)","Q","guider/enregistrer/examiner/mesurer","K","acte par rayons x, sans accès","002","187","scanner du crâne, de la face ou du cou"
"LAQK0030","LAQK003","radiographie du crâne et/ou du massif facial selon 1 ou 2 incidences","11","appareil ostéoarticulaire et musculaire de la tête","11.01.03","radiographie de la tête","LA","squelette du crâne, de la face ou sans précision (sauf mâchoire)","Q","guider/enregistrer/examiner/mesurer","K","acte par rayons x, sans accès","003","175","radiographie osseuse et articulaire du crâne et de la face et radiographie des tissus mous du cou"
"LAQK0050","LAQK005","radiographie du crâne selon 3 incidences ou plus","11","appareil ostéoarticulaire et musculaire de la tête","11.01.03","radiographie de la tête","LA","squelette du crâne, de la face ou sans précision (sauf mâchoire)","Q","guider/enregistrer/examiner/mesurer","K","acte par rayons x, sans accès","005","175","radiographie osseuse et articulaire du crâne et de la face et radiographie des tissus mous du cou"
"LAQK0090","LAQK009","scanographie de la face avec scanographie des tissus mous du cou","11","appareil ostéoarticulaire et musculaire de la tête","11.01.04","scanographie de la tête","LA","squelette du crâne, de la face ou sans précision (sauf mâchoire)","Q","guider/enregistrer/examiner/mesurer","K","acte par rayons x, sans accès","009","187","scanner du crâne, de la face ou du cou"
"LAQK0110","LAQK011","scanographie unilatérale ou bilatérale de l'angle pontocérébelleux et/ou du méat acoustique interne [conduit auditif interne]","11","appareil ostéoarticulaire et musculaire de la tête","11.01.04","scanographie de la tête","LA","squelette du crâne, de la face ou sans précision (sauf mâchoire)","Q","guider/enregistrer/examiner/mesurer","K","acte par rayons x, sans accès","011","185","scanner des membres ou de la colonne vertébrale"
"LAQK0120","LAQK012","téléradiographie du crâne et du massif facial selon 1 incidence","11","appareil ostéoarticulaire et musculaire de la tête","11.01.03","radiographie de la tête","LA","squelette du crâne, de la face ou sans précision (sauf mâchoire)","Q","guider/enregistrer/examiner/mesurer","K","acte par rayons x, sans accès","012","175","radiographie osseuse et articulaire du crâne et de la face et radiographie des tissus mous du cou"
"LAQK0130","LAQK013","scanographie de la face","11","appareil ostéoarticulaire et musculaire de la tête","11.01.04","scanographie de la tête","LA","squelette du crâne, de la face ou sans précision (sauf mâchoire)","Q","guider/enregistrer/examiner/mesurer","K","acte par rayons x, sans accès","013","187","scanner du crâne, de la face ou du cou"
"LAQN0010","LAQN001","remnographie [IRM] de la face, sans injection intraveineuse de produit de contraste","11","appareil ostéoarticulaire et musculaire de la tête","11.01.05","remnographie [IRM] de la tête","LA","squelette du crâne, de la face ou sans précision (sauf mâchoire)","Q","guider/enregistrer/examiner/mesurer","N","acte par remnographie sans accès","001","142","IRM du crâne, de la face ou du cou"
"LBCA0010","LBCA001","ostéosynthèse de fracture extracondylaire bifocale de la mandibule, à foyer ouvert","11","appareil ostéoarticulaire et musculaire de la tête","11.02.04.02","ostéosynthèse de la mandibule","LB","maxillaire, mandibule","C","dévier/ouvrir/réunir","A","abord ouvert","001","213","traitement des fractures des os de la face"
"LBCA0060","LBCA006","ostéosynthèse de fracture extracondylaire unifocale de la mandibule, à foyer ouvert","11","appareil ostéoarticulaire et musculaire de la tête","11.02.04.02","ostéosynthèse de la mandibule","LB","maxillaire, mandibule","C","dévier/ouvrir/réunir","A","abord ouvert","006","213","traitement des fractures des os de la face"
"LBFA0020","LBFA002","exérèse de lésion de l'os maxillaire et/ou du corps de la mandibule de plus de 4 cm de grand axe, par abord intrabuccal","11","appareil ostéoarticulaire et musculaire de la tête","11.02.03.08","autres résections osseuses de l'étage moyen de la face","LB","maxillaire, mandibule","F","exciser","A","abord ouvert","002","59","chirurgie des os de la face (hors fracture - luxation)"
"LBFA0080","LBFA008","résection non interruptrice extracondylaire de la mandibule, par abord direct","11","appareil ostéoarticulaire et musculaire de la tête","11.02.04.05","résection osseuse de la mandibule","LB","maxillaire, mandibule","F","exciser","A","abord ouvert","008","59","chirurgie des os de la face (hors fracture - luxation)"
"LBFA0150","LBFA015","exérèse de lésion du ramus de la mandibule, par abord intrabuccal","11","appareil ostéoarticulaire et musculaire de la tête","11.02.04.05","résection osseuse de la mandibule","LB","maxillaire, mandibule","F","exciser","A","abord ouvert","015","59","chirurgie des os de la face (hors fracture - luxation)"
"LBFA0180","LBFA018","résection modelante de la mandibule, par abord intrabuccal","11","appareil ostéoarticulaire et musculaire de la tête","11.02.04.05","résection osseuse de la mandibule","LB","maxillaire, mandibule","F","exciser","A","abord ouvert","018","59","chirurgie des os de la face (hors fracture - luxation)"
"LBFA0230","LBFA023","exérèse de lésion de l'os maxillaire et/ou du corps de la mandibule de moins de 2 cm de grand axe, par abord intrabuccal","11","appareil ostéoarticulaire et musculaire de la tête","11.02.03.08","autres résections osseuses de l'étage moyen de la face","LB","maxillaire, mandibule","F","exciser","A","abord ouvert","023","59","chirurgie des os de la face (hors fracture - luxation)"
"LBFA0300","LBFA030","exérèse de lésion de l'os maxillaire et/ou du corps de la mandibule de 2 cm à 4 cm de grand axe, par abord intrabuccal","11","appareil ostéoarticulaire et musculaire de la tête","11.02.03.08","autres résections osseuses de l'étage moyen de la face","LB","maxillaire, mandibule","F","exciser","A","abord ouvert","030","59","chirurgie des os de la face (hors fracture - luxation)"
"LBGA0050","LBGA005","évidement de la mandibule, par abord intrabuccal","11","appareil ostéoarticulaire et musculaire de la tête","11.02.04.05","résection osseuse de la mandibule","LB","maxillaire, mandibule","G","enlever/évider/extraire","A","abord ouvert","005","59","chirurgie des os de la face (hors fracture - luxation)"
"LBLD0170","LBLD017","pose d'un appareillage en propulsion mandibulaire","11","appareil ostéoarticulaire et musculaire de la tête","11.05.02","autres appareillages sur le crâne et la face","LB","maxillaire, mandibule","L","appliquer/implanter/injecter","D","accès transorificiel","017","157","pose de prothèse amovible (appareil dentaire)"
"LBPA0010","LBPA001","ostéotomie d'antépositionnement des épines mentonnières [apophyses geni] de la mandibule, par abord intrabuccal","11","appareil ostéoarticulaire et musculaire de la tête","11.02.04.04","ostéotomie de la mandibule","LB","maxillaire, mandibule","P","couper/libérer/séparer","A","abord ouvert","001","59","chirurgie des os de la face (hors fracture - luxation)"
"LBPA0040","LBPA004","ostéotomie sagittale bilatérale du ramus de la mandibule [supralingulaire et préangulaire], avec ostéotomie maxillaire d'avancée type Le Fort I non segmentée, par abord intrabuccal","11","appareil ostéoarticulaire et musculaire de la tête","11.02.04.04","ostéotomie de la mandibule","LB","maxillaire, mandibule","P","couper/libérer/séparer","A","abord ouvert","004","59","chirurgie des os de la face (hors fracture - luxation)"
"LBPA0130","LBPA013","ostéotomie de transposition du menton osseux, par abord intrabuccal","11","appareil ostéoarticulaire et musculaire de la tête","11.02.04.04","ostéotomie de la mandibule","LB","maxillaire, mandibule","P","couper/libérer/séparer","A","abord ouvert","013","59","chirurgie des os de la face (hors fracture - luxation)"
"LBPA0200","LBPA020","ostéotomie sagittale bilatérale du ramus de la mandibule [supralingulaire et préangulaire], avec ostéotomie maxillaire type Le Fort I segmentée en 3 fragments ou plus, par abord intrabuccal","11","appareil ostéoarticulaire et musculaire de la tête","11.02.04.04","ostéotomie de la mandibule","LB","maxillaire, mandibule","P","couper/libérer/séparer","A","abord ouvert","020","59","chirurgie des os de la face (hors fracture - luxation)"
"LBPA0230","LBPA023","ostéotomie sagittale bilatérale du ramus de la mandibule [supralingulaire et préangulaire], avec ostéotomie maxillaire type Le Fort I segmentée en 2 fragments, par abord intrabuccal","11","appareil ostéoarticulaire et musculaire de la tête","11.02.04.04","ostéotomie de la mandibule","LB","maxillaire, mandibule","P","couper/libérer/séparer","A","abord ouvert","023","59","chirurgie des os de la face (hors fracture - luxation)"
"LBPA0400","LBPA040","ostéotomie sagittale bilatérale du ramus de la mandibule [supralingulaire et préangulaire], avec ostéotomie maxillaire d'avancée type Le Fort I non segmentée et ostéotomie de transposition du menton osseux, par abord intrabuccal","11","appareil ostéoarticulaire et musculaire de la tête","11.02.04.04","ostéotomie de la mandibule","LB","maxillaire, mandibule","P","couper/libérer/séparer","A","abord ouvert","040","59","chirurgie des os de la face (hors fracture - luxation)"
"LBPA0420","LBPA042","ostéotomie sagittale bilatérale du ramus de la mandibule [supralingulaire et préangulaire], par abord intrabuccal","11","appareil ostéoarticulaire et musculaire de la tête","11.02.04.04","ostéotomie de la mandibule","LB","maxillaire, mandibule","P","couper/libérer/séparer","A","abord ouvert","042","59","chirurgie des os de la face (hors fracture - luxation)"
"LBQK0010","LBQK001","tomographie unilatérale ou bilatérale de l'articulation temporomandibulair","11","appareil ostéoarticulaire et musculaire de la tête","11.01.03","radiographie de la tête","LB","maxillaire, mandibule","Q","guider/enregistrer/examiner/mesurer","K","acte par rayons x, sans accès","001","175","radiographie osseuse et articulaire du crâne et de la face et radiographie des tissus mous du cou"
"LBQK0050","LBQK005","radiographie unilatérale ou bilatérale de l'articulation temporomandibulaire","11","appareil ostéoarticulaire et musculaire de la tête","11.01.03","radiographie de la tête","LB","maxillaire, mandibule","Q","guider/enregistrer/examiner/mesurer","K","acte par rayons x, sans accès","005","175","radiographie osseuse et articulaire du crâne et de la face et radiographie des tissus mous du cou"
"LCFA0030","LCFA003","exérèse d'une fistule ou d'un kyste de la première fente branchiale, sans dissection du nerf facial","16","système tégumentaire - glande mammaire","16.03.15","exérèse de lésion congénitale de la peau et des tissus mous de la face et du cou","LC","muscles et tissus mous du crâne, de la face et du cou (sauf muscles oculomoteurs)","F","exciser","A","abord ouvert","003","1","ablation chirurgicale de lésion de la peau ou du tissu sous-cutanée sauf infection, collection et ulcère"
"LCFA0090","LCFA009","exérèse de lésion congénitale du premier arc branchial","16","système tégumentaire - glande mammaire","16.03.15","exérèse de lésion congénitale de la peau et des tissus mous de la face et du cou","LC","muscles et tissus mous du crâne, de la face et du cou (sauf muscles oculomoteurs)","F","exciser","A","abord ouvert","009","1","ablation chirurgicale de lésion de la peau ou du tissu sous-cutanée sauf infection, collection et ulcère"
"LCJA0020","LCJA002","évacuation de collection de la région des muscles masticateurs, par abord intrabuccal et par abord facial","07","appareil digestif","07.02.06.02","évacuation de collection intrabuccale","LC","muscles et tissus mous du crâne, de la face et du cou (sauf muscles oculomoteurs)","J","drainer/évacuer/nettoyer","A","abord ouvert","002","26","chirurgie de la cavité buccale"
"LCJA0030","LCJA003","évacuation de collection périmaxillaire ou périmandibulaire, par abord intrabuccal","07","appareil digestif","07.02.06.02","évacuation de collection intrabuccale","LC","muscles et tissus mous du crâne, de la face et du cou (sauf muscles oculomoteurs)","J","drainer/évacuer/nettoyer","A","abord ouvert","003","26","chirurgie de la cavité buccale"
"LCJA0040","LCJA004","évacuation de collection de la région des muscles masticateurs, par abord intrabuccal","07","appareil digestif","07.02.06.02","évacuation de collection intrabuccale","LC","muscles et tissus mous du crâne, de la face et du cou (sauf muscles oculomoteurs)","J","drainer/évacuer/nettoyer","A","abord ouvert","004","26","chirurgie de la cavité buccale"
"LCQH0010","LCQH001","scanographie des tissus mous du cou, avec injection intraveineuse de produit de contraste","05","système immunitaire et système hématopoïétique","05.01.02","scanographie des systèmes immunitaire et hématopoïétique","LC","muscles et tissus mous du crâne, de la face et du cou (sauf muscles oculomoteurs)","Q","guider/enregistrer/examiner/mesurer","H","acte par rayons x, avec accès autre qu’abord ouvert","001","188","scanner du thorax, du sein ou de l’abdomen"
"LCQJ0010","LCQJ001","remnographie [IRM] des tissus mous du cou, avec injection intraveineuse de produit de contraste","05","système immunitaire et système hématopoïétique","05.01.03","remnographie [IRM] des systèmes immunitaire et hématopoïétique","LC","muscles et tissus mous du crâne, de la face et du cou (sauf muscles oculomoteurs)","Q","guider/enregistrer/examiner/mesurer","J","acte par ultrasons ou remnographie avec accès autre qu’abord ouvert","001","142","IRM du crâne, de la face ou du cou"
"LCQK0010","LCQK001","scanographie des tissus mous du cou, sans injection intraveineuse de produit de contraste","05","système immunitaire et système hématopoïétique","05.01.02","scanographie des systèmes immunitaire et hématopoïétique","LC","muscles et tissus mous du crâne, de la face et du cou (sauf muscles oculomoteurs)","Q","guider/enregistrer/examiner/mesurer","K","acte par rayons x, sans accès","001","187","scanner du crâne, de la face ou du cou"
"LCQK0020","LCQK002","radiographie des tissus mous du cou","05","système immunitaire et système hématopoïétique","05.01.01","radiographie des systèmes immunitaire et hématopoïétique","LC","muscles et tissus mous du crâne, de la face et du cou (sauf muscles oculomoteurs)","Q","guider/enregistrer/examiner/mesurer","K","acte par rayons x, sans accès","002","175","radiographie osseuse et articulaire du crâne et de la face et radiographie des tissus mous du cou"
"LCQN0010","LCQN001","remnographie [IRM] des tissus mous du cou, sans injection intraveineuse de produit de contraste","05","système immunitaire et système hématopoïétique","05.01.03","remnographie [IRM] des systèmes immunitaire et hématopoïétique","LC","muscles et tissus mous du crâne, de la face et du cou (sauf muscles oculomoteurs)","Q","guider/enregistrer/examiner/mesurer","N","acte par remnographie sans accès","001","142","IRM du crâne, de la face ou du cou"
"LDCA0130","LDCA013","ostéosynthèse de la colonne vertébrale avec exploration du contenu canalaire, par cervicotomie antérieure ou par cervicotomie antérolatérale","12","appareil ostéoarticulaire et musculaire du cou et du tronc","12.02.01.04","ostéosynthèse et arthrodèse de la colonne vertébrale par voie antérieure","LD","colonne vertébrale cervicale, charnières vertébrooccipitale et cervicothoracique","C","dévier/ouvrir/réunir","A","abord ouvert","013","129","fixation chirurgicale de vertèbres entre elles hors déformations de la colonne vertébrale"
"LDEP0010","LDEP001","séance d'élongation de la colonne vertébrale cervicale par traction sur table","12","appareil ostéoarticulaire et musculaire du cou et du tronc","12.02.03.03","autres actes thérapeutiques sur la colonne vertébrale","LD","colonne vertébrale cervicale, charnières vertébrooccipitale et cervicothoracique","E","déplacer/replacer","P","acte par autre moyen, sans accès, ou non précisé","001","199","séance d’élongation et de manipulation de la colonne vertébrale"
"LDFA0070","LDFA007","exérèse de plusieurs hernies discales de la colonne vertébrale avec ostéosynthèse et/ou arthrodèse, par cervicotomie antérieure ou antérolatérale","12","appareil ostéoarticulaire et musculaire du cou et du tronc","12.02.02.03","exérèse de hernie discale de la colonne vertébrale par abord antérieur","LD","colonne vertébrale cervicale, charnières vertébrooccipitale et cervicothoracique","F","exciser","A","abord ouvert","007","53","chirurgie des hernies discales (colonne vertébrale)"
"LDFA0080","LDFA008","exérèse d'une hernie discale de la colonne vertébrale avec ostéosynthèse et/ou arthrodèse, par cervicotomie antérieure ou antérolatérale","12","appareil ostéoarticulaire et musculaire du cou et du tronc","12.02.02.03","exérèse de hernie discale de la colonne vertébrale par abord antérieur","LD","colonne vertébrale cervicale, charnières vertébrooccipitale et cervicothoracique","F","exciser","A","abord ouvert","008","53","chirurgie des hernies discales (colonne vertébrale)"
