code,label
MJMA006,"Reconstruction d'un tendon de la main par transplant libre, en deux temps"
MJMA009,"Reconstruction d'un tendon de la main par transplant pédiculé, en un temps"
MJMA010,"Réparation de plaie de l'appareil extenseur d'un doigt par greffe ou plastie d'allongement ou de retournement sur un rayon de la main, par abord direct"
MJMA012,"Reconstruction de la partie cruciforme de la gaine fibreuse digitale [poulie de réflexion de tendon de muscle fléchisseur des doigts] par autogreffe sur un rayon de la main, par abord direct"
MJMA013,"Reconstruction d'un tendon de la main par transplant libre, en un temps"
MJMA014,"Reconstruction d'un tendon de la main par transplant pédiculé, en deux temps"
MJMA015,"Réparation de plaie de l'appareil extenseur d'un doigt avec suture de plaies d'un nerf et d'une artère digitaux palmaires, sur un rayon de la main"
MJMA016,"Réparation de plaie de l'appareil extenseur d'un doigt avec suture de plaie d'un nerf ou d'une artère digital palmaire, sur un rayon de la main"
MJPA001,Désinsertion musculo-tendino-cutanée étendue pour surélévation congénitale de la scapula
MJPA002,"Libération des tendons des muscles fléchisseurs des doigts sur un rayon de la main, par abord direct"
MJPA003,"Libération des tissus mous du premier espace interosseux métacarpien avec arthrodèse de la colonne du pouce, par abord direct"
MJPA004,Désinsertion du muscle subscapulaire avec transfert musculaire
MJPA005,"Fasciotomie [Aponévrotomie] palmaire, par abord direct"
MJPA006,Désinsertion du muscle subscapulaire sans transfert musculaire
MJPA007,"Libération des tissus mous du premier espace interosseux métacarpien, par abord direct"
MJPA008,"Libération des tissus mous du premier espace interosseux métacarpien avec arthroplastie ou libération articulaire mobilisatrice, par abord direct"
MJPA009,"Libération du tendon d'un muscle extenseur d'un doigt sur un rayon de la main, par abord direct"
MJPA010,Incision ou excision d'un panaris superficiel
MJPA011,"Libération de tendon au poignet avec ténosynovectomie, par abord direct"
MJPA012,"Désinsertion ou allongement des muscles épicondyliens latéraux au coude, par abord direct"
MJPA013,"Section ou plastie d'agrandissement de la partie cruciforme de la gaine fibreuse digitale [poulie de réflexion de tendon de muscle fléchisseur des doigts] sur un rayon de la main, par abord direct"
MJPA014,Séparation d'une syndactylie des doigts à squelette normal avec autoplastie cutanée locale et/ou greffe de peau
MJPB001,"Fasciotomie [Aponévrotomie] palmaire, par voie transcutanée"
MZEA001,Réimplantation de 2 doigts
MZEA002,Réimplantation de la main sectionnée au niveau du métacarpe
MZEA003,Réimplantation de 4 ou 5 doigts
MZEA004,Pollicisation d'un moignon de doigt
MZEA005,Translocation digitale et/ou carpo-métacarpo-digitale d'un rayon de la main
MZEA006,Transfert de phalange d'orteil sans anastomose vasculaire pour agénésie digitale
MZEA007,Réimplantation du membre supérieur sectionné au dessus du poignet
MZEA008,Pollicisation d'un doigt complet
MZEA009,Translocation digitale et/ou carpo-métacarpo-digitale de deux rayons de la main
MZEA010,Réimplantation d'un doigt
MZEA011,Réimplantation de la main sectionnée au poignet
MZEA012,Réimplantation de 3 doigts
MZFA001,Amputation complète d'un rayon de la main
MZFA002,Amputation transhumérale
MZFA003,Amputation complète de plusieurs rayons de la main
MZFA004,Désarticulation du poignet
MZFA005,Amputation transradio-ulnaire
MZFA006,"Exérèse partielle d'un os du membre supérieur sans interruption de la continuité, par abord direct"
MZFA007,"Amputation et/ou désarticulation de plusieurs doigts, sans résection des métacarpiens"
MZFA008,Amputation d'un doigt surnuméraire autre que le pouce
MZFA009,Désarticulation interscapulothoracique
MZFA010,Désarticulation scapulohumérale [Désarticulation de l'épaule]
MZFA011,Désarticulation du coude
MZFA012,Amputation d'un doigt surnuméraire autre que le pouce avec résection osseuse
MZFA013,"Amputation ou désarticulation d'un doigt, sans résection du métacarpien"
MZFA014,Amputation d'un pouce surnuméraire
MZFA015,"Amputation d'un pouce surnuméraire, avec ostéotomie ou capsuloplastie"
MZGA003,"Évidement d'un os du membre supérieur sans comblement, par abord direct"
MZGA004,"Évidement d'un os du membre supérieur avec comblement, par abord direct"
MZHA001,"Biopsie d'un os et/ou d'une articulation du membre supérieur, par abord direct"
MZHB001,"Biopsie d'un os et/ou d'une articulation du membre supérieur, par voie transcutanée sans guidage"
MZHB002,"Ponction ou cytoponction d'une articulation du membre supérieur, par voie transcutanée sans guidage"
MZHH001,"Ponction ou cytoponction d'une articulation du membre supérieur, par voie transcutanée avec guidage radiologique"
MZHH002,"Ponction ou cytoponction d'une articulation du membre supérieur, par voie transcutanée avec guidage scanographique"
MZHH003,"Biopsie d'un os et/ou d'une articulation du membre supérieur, par voie transcutanée avec guidage radiologique"
MZHH004,"Biopsie d'un os et/ou d'une articulation du membre supérieur, par voie transcutanée avec guidage scanographique"
MZJB001,"Évacuation de collection articulaire du membre supérieur, par voie transcutanée sans guidage"
MZLB001,"Injection thérapeutique d'agent pharmacologique dans une articulation ou une bourse séreuse du membre supérieur, par voie transcutanée sans guidage"
MZLH001,"Injection thérapeutique d'agent pharmacologique dans une articulation ou une bourse séreuse du membre supérieur, par voie transcutanée avec guidage scanographique"
MZLH002,"Injection thérapeutique d'agent pharmacologique dans une articulation ou une bourse séreuse du membre supérieur, par voie transcutanée avec guidage radiologique"
MZMA001,Réparation d'une hémisection antérieure du poignet avec ischémie complète de la main
MZMA002,Reconstruction d'un doigt par transfert libre total de doigt ou d'orteil
MZMA003,Reconstruction d'un doigt par transfert libre partiel vascularisé de doigt ou d'orteil
MZMP001,Confection d'une contention souple d'une articulation du membre supérieur
MZPA002,"Séparation d'une syndactylie complexe des doigts avec ostéotomie ou résection osseuse, et autoplastie cutanée locale et/ou greffe de peau"
MZQH001,Arthrographie du membre supérieur avec scanographie [Arthroscanner du membre supérieur]
MZQH002,"Scanographie unilatérale ou bilatérale de segment du membre supérieur, avec injection de produit de contraste"
MZQJ001,"Remnographie [IRM] unilatérale ou bilatérale de segment du membre supérieur, avec injection de produit de contraste"
MZQK001,"Téléradiographie unilatérale ou bilatérale du membre supérieur en totalité, de face"
MZQK002,"Scanographie unilatérale ou bilatérale de segment du membre supérieur, sans injection de produit de contraste"
MZQN001,"Remnographie [IRM] unilatérale ou bilatérale de segment du membre supérieur, sans injection de produit de contraste"
MZQP001,"Bilan fonctionnel de l'articulation de l'épaule, du coude et/ou du poignet, sous anesthésie générale ou locorégionale"
NACA001,"Ostéosynthèse unifocale de fracture ou de fracture-luxation de la ceinture pelvienne [du bassin], à foyer ouvert"
NACA002,"Ostéosynthèse plurifocale de fracture ou de fracture-luxation de la ceinture pelvienne [du bassin], à foyer ouvert"
NACA003,"Ostéosynthèse de fracture de l'acétabulum, par abord antérieur"
NACA004,"Ostéosynthèse de fracture des colonnes antérieure et postérieure de l'acétabulum, par un ou deux abords"
NACA005,"Ostéosynthèse de fracture de l'acétabulum, par abord postérieur"
NACB001,"Ostéosynthèse de fracture ou de fracture-luxation de la ceinture pelvienne [du bassin], à foyer fermé"
NADA001,Désépiphysiodèse du cartilage en Y de l'acétabulum
NADA002,Désépiphysiodèse centrale au fémur ou au tibia
NADA003,"Épiphysiodèse du genou, par deux abords"
NADA004,Désépiphysiodèse périphérique au fémur ou au tibia
NADA005,"Désépiphysiodèse centrale ou périphérique au fémur ou au tibia, avec ostéotomie"
NADA006,"Épiphysiodèse du genou, par trois abords ou plus"
NADA007,"Épiphysiodèse du genou, par abord unique"
NAEP001,"Réduction orthopédique progressive de fracture et/ou de luxation de la ceinture pelvienne [du bassin], par traction continue ou suspension"
NAEP002,Réduction orthopédique extemporanée de fracture et/ou de luxation de la ceinture pelvienne [du bassin]
NAFA001,"Résection ""en bloc"" de l'os coxal ou du fémur avec arthrectomie monobloc de hanche"
NAFA002,"Exérèse partielle de l'os coxal sans interruption de la continuité, par abord direct"
NAFA003,"Résection complète ""en bloc"" partielle ou totale d'un os coxal [hémibassin] emportant l'acétabulum"
NAFA004,Résection partielle de l'aile iliaque ou du cadre obturateur n'interrompant pas la continuité de l'anneau pelvien
NAFA005,"Prélèvement d'un os coxal [hémibassin], sur un sujet décédé"
NAFA006,"Résection complète ""en bloc"" de l'aile iliaque ou du cadre obturateur interrompant la continuité de l'anneau pelvien"
NAGA001,"Ablation de matériel d'ostéosynthèse de l'acétabulum ou de l'os coxal, par abord direct"
NAGA002,"Évidement de l'os coxal avec comblement, par abord direct"
NAGA003,"Évidement de l'os coxal sans comblement, par abord direct"
NAHA001,"Biopsie de la corticale interne de l'os coxal, par abord direct"
NAHA002,"Biopsie de la corticale externe de l'os coxal, par abord direct"
NAHB001,"Biopsie unicorticale de l'os coxal, par voie transcutanée"
NAHB002,"Biopsie bicorticale de la crête iliaque, par voie transcutanée"
NAMA002,"Reconstruction de l'os coxal [hémibassin] après résection de la zone acétabulaire, sans prothèse coxale"
NAPA001,"Ostéotomie supraacétabulaire de l'os coxal par une section, avec ostéotomie du fémur"
NAPA002,"Ostéotomie extraacétabulaire de l'os coxal par plusieurs sections, avec capsuloplastie"
NAPA003,"Ostéotomie supraacétabulaire de l'os coxal par une section, avec ostéoplastie supraacétabulaire par butée"
NAPA004,Ostéotomie supraacétabulaire de l'os coxal par une section
NAPA005,"Ostéotomie supraacétabulaire de l'os coxal par une section, avec capsuloplastie"
NAPA006,Ostéotomie périacétabulaire de l'os coxal
NAPA007,Ostéotomie extraacétabulaire de l'os coxal par plusieurs sections
NAPA008,"Ostéotomie extraacétabulaire de l'os coxal par plusieurs sections, avec ostéotomie du fémur"
NAQK001,Radiographie du bassin et/ou des hanches selon 5 incidences ou plus
NAQK002,Radiographie du bassin et/ou des articulations sacro-iliaques selon 1 ou 2 incidences
NAQK003,Radiographie du bassin et/ou des hanches selon 3 ou 4 incidences
NBAA001,"Allongement osseux progressif du fémur ou du tibia par système interne, avec allongement tendineux"
NBAA002,"Allongement osseux extemporané du fémur ou du tibia, avec autogreffe osseuse"
NBAA003,"Allongement osseux progressif du fémur ou du tibia par système interne, sans allongement tendineux"
NBAA004,"Allongement osseux progressif du fémur ou du tibia par système externe, avec allongement tendineux"
NBAA005,"Allongement osseux progressif du fémur ou du tibia par système externe, sans allongement tendineux"
NBCA001,"Ostéosynthèse de fracture complexe de la patelle, à foyer ouvert"
NBCA002,"Ostéosynthèse de fracture simple de la patelle, à foyer ouvert"
NBCA003,"Ostéosynthèse de fracture complexe supracondylaire et intercondylaire du fémur, à foyer ouvert"
NBCA004,Ostéosynthèse du grand trochanter pour pseudarthrose
NBCA005,"Ostéosynthèse de fracture intracapsulaire du col [transcervicale] du fémur, de décollement épiphysaire ou d'épiphysiolyse de l'extrémité proximale du fémur"
NBCA006,Ostéosynthèse de fracture infratrochantérienne ou trochantérodiaphysaire du fémur
NBCA007,"Ostéosynthèse de fracture de la diaphyse du fémur, à foyer ouvert"
NBCA008,Ostéosynthèse de fracture du grand trochanter
NBCA009,Ostéosynthèse de fractures homolatérales du col et de la diaphyse du fémur
NBCA010,Ostéosynthèse de fracture extracapsulaire du col du fémur
NBCA011,"Ostéosynthèse préventive du fémur pour lésion ostéolytique, à foyer ouvert"
NBCA012,"Ostéosynthèse de fracture parcellaire de la tête du fémur, par arthrotomie"
NBCA013,"Ostéosynthèse de fracture d'un condyle fémoral, à foyer ouvert"
NBCA014,"Ostéosynthèse de fracture supracondylaire extraarticulaire du fémur, à foyer ouvert"
NBCA015,"Ostéosynthèse de fracture simple supracondylaire et intercondylaire du fémur, à foyer ouvert"
NBCB001,"Ostéosynthèse de fracture de la diaphyse du fémur par fixateur externe ou broche, à foyer fermé"
NBCB002,"Ostéosynthèse de fracture de la diaphyse du fémur par matériel centromédullaire sans verrouillage distal, à foyer fermé"
NBCB003,"Perforation, forage, ou injection intraosseuse au niveau de la tête du fémur, par voie transcutanée"
NBCB004,"Ostéosynthèse de fracture de la diaphyse du fémur par matériel centromédullaire avec verrouillage distal, à foyer fermé"
NBCB005,"Ostéosynthèse préventive du fémur pour lésion ostéolytique, à foyer fermé"
NBCB006,"Ostéosynthèse de fracture ou de décollement épiphysaire de l'extrémité distale du fémur, à foyer fermé"
NBEB001,"Réduction orthopédique progressive de fracture du fémur, par traction continue transosseuse"
NBEP001,"Réduction orthopédique progressive de fracture du fémur, par traction continue collée"
NBEP002,Réduction orthopédique extemporanée de fracture-décollement de l'épiphyse distale du fémur
NBFA001,"Exérèse partielle du fémur sans interruption de la continuité, par abord direct"
NBFA002,"Résection segmentaire du fémur avec ostéosynthèse, pour pseudarthrose congénitale"
NBFA003,Résection partielle d'une extrémité et/ou de la diaphyse du fémur sans interruption de la continuité osseuse
NBFA004,Résection de la tête et du col du fémur sans interposition capsulaire ou aponévrotique
NBFA005,"Patellectomie partielle, par abord direct"
NBFA006,"Résection segmentaire du fémur avec ostéosynthèse et transfert axial progressif d'un fragment osseux, pour pseudarthrose congénitale"
NBFA007,"Résection ""en bloc"" d'une extrémité et/ou de la diaphyse du fémur"
NBFA008,Résection de la tête et du col du fémur avec interposition capsulaire et/ou aponévrotique
NBFA009,"Patellectomie totale, par abord direct"
NBGA001,"Évidement de l'extrémité distale du fémur et/ou de l'extrémité proximale du tibia en présence d'un cartilage épiphysaire actif avec comblement, par abord direct"
NBGA002,"Évidement du fémur sans comblement, par abord direct"
NBGA003,"Évidement de l'extrémité proximale du fémur en présence d'un cartilage épiphysaire actif sans comblement, par abord direct"
NBGA004,"Évidement de l'extrémité distale du fémur et/ou de l'extrémité proximale du tibia en présence d'un cartilage épiphysaire actif sans comblement, par abord direct"
NBGA005,"Évidement de l'extrémité proximale du fémur en présence d'un cartilage épiphysaire actif avec comblement, par abord direct"
NBGA006,"Évidement du fémur avec comblement, par abord direct"
NBGA007,"Ablation de matériel d'ostéosynthèse du fémur, par abord direct"
NBMA001,"Reconstruction du fémur par greffe ou matériau inerte non prothétique, après résection ""en bloc"" d'une extrémité et/ou de la diaphyse"
NBMA002,Patelloplastie modelante ostéochondrale [Résection arthroplastique de la rotule]
NBMA003,"Reconstruction du fémur par greffe ou matériau inerte non prothétique, après résection partielle d'une extrémité et/ou de la diaphyse"
NBPA001,Ostéotomie simple bilatérale de la diaphyse du fémur et du tibia
NBPA002,"Ostéotomie simple unilatérale de la diaphyse du fémur, avec arthrodèse du couple de torsion du pied [talocalcanéenne et médiotarsienne] et correction de vices architecturaux du pied"
NBPA003,Ostéotomie simple unilatérale de la diaphyse du fémur
NBPA004,Ostéotomie simple unilatérale de la diaphyse du fémur et du tibia
NBPA005,Décortication du fémur avec ostéosynthèse pour pseudarthrose
NBPA006,Ostéotomie bilatérale de valgisation-translation du col du fémur pour dysplasie congénitale
NBPA007,Ostéotomie simple bilatérale de la diaphyse du fémur
NBPA008,"Ostéotomie simple bilatérale de la diaphyse du fémur et du tibia, avec arthrodèse du couple de torsion du pied [talocalcanéenne et médiotarsienne] et correction de vices architecturaux"
NBPA009,"Ostéotomie de dérotation de l'extrémité distale du fémur ou de l'extrémité proximale du tibia, avec abord vasculaire ou nerveux préalable"
NBPA010,Ostéotomie complexe de l'extrémité distale du fémur
NBPA011,Ostéotomie complexe de la diaphyse du fémur
NBPA012,"Ostéotomie simple bilatérale de la diaphyse du fémur, avec arthrodèse du couple de torsion du pied [talocalcanéenne et médiotarsienne] et correction de vices architecturaux du pied"
NBPA013,Ostéotomie basicervicale du fémur
NBPA014,Ostéotomie du grand trochanter
NBPA015,"Ostéotomie simple unilatérale de la diaphyse du fémur et du tibia, avec arthrodèse du couple de torsion du pied [talocalcanéenne et médiotarsienne] et correction de vices architecturaux"
NBPA016,Décortication du fémur pour pseudarthrose
NBPA017,Ostéotomie simple de l'extrémité distale du fémur
NBPA018,Ostéotomie unilatérale de valgisation-translation du col du fémur pour dysplasie congénitale
NBPA019,Ostéotomie intraarticulaire du col du fémur
NBPA020,Ostéotomie intertrochantérienne ou infratrochantérienne du fémur
NBQK001,Radiographie de la cuisse
NCCA001,Ostéosynthèse de fracture ou de décollement épiphysaire de l'extrémité distale du tibia ou des 2 os de la jambe par fixateur externe
NCCA002,"Ostéosynthèse de fracture de la diaphyse du tibia, à foyer ouvert"
NCCA003,"Ostéosynthèse de fracture de l'éminence intercondylaire du tibia [des tubercules intercondylaires] [des épines tibiales], par arthrotomie"
NCCA004,"Ostéosynthèse de fracture complexe du pilon tibial, à foyer ouvert"
NCCA005,"Ostéosynthèse de fracture ou de décollement épiphysaire de la malléole médiale [tibiale], à foyer ouvert"
NCCA006,"Ostéosynthèse de fracture extraarticulaire de l'extrémité proximale du tibia, à foyer ouvert"
NCCA007,"Ostéosynthèse de fracture articulaire simple unicondylaire du tibia, à foyer ouvert"
NCCA008,"Ostéosynthèse de fracture simple du pilon tibial, à foyer ouvert"
NCCA009,"Ostéosynthèse préventive d'un os ou des 2 os de la jambe pour lésion ostéolytique, à foyer ouvert"
NCCA010,Ostéosynthèse de fracture de la diaphyse du tibia par fixateur externe
NCCA011,"Ostéosynthèse de fracture ou de décollement épiphysaire supramalléolaire du tibia, à foyer ouvert"
NCCA012,"Ostéosynthèse de fracture de l'extrémité distale de la fibula, à foyer ouvert"
NCCA013,Ostéosynthèse de fracture complexe du pilon tibial par fixateur externe
NCCA014,"Ostéosynthèse de fracture de la diaphyse de la fibula, à foyer ouvert"
NCCA015,"Ostéosynthèse de fracture triplane de l'extrémité distale du tibia, à foyer ouvert"
NCCA016,"Ostéosynthèse de fracture bimalléolaire simple, à foyer ouvert"
NCCA017,"Ostéosynthèse de fracture bimalléolaire complexe, à foyer ouvert"
NCCA018,"Ostéosynthèse de fracture articulaire complexe de l'extrémité proximale du tibia, à foyer ouvert"
NCCA019,"Ostéosynthèse de fracture ou de décollement épiphysaire supramalléolaire des 2 os de la jambe, à foyer ouvert"
NCCB001,"Ostéosynthèse de fracture ou de décollement épiphysaire de l'extrémité distale du tibia ou des 2 os de la jambe par broche ou par vis et par fixateur externe, à foyer fermé"
NCCB002,"Ostéosynthèse de fracture ou de décollement épiphysaire de l'extrémité proximale du tibia ou des 2 os de la jambe, à foyer fermé"
NCCB003,"Ostéosynthèse préventive d'un os ou des 2 os de la jambe pour lésion ostéolytique, à foyer fermé"
NCCB004,"Ostéosynthèse de fracture de la diaphyse du tibia par matériel centromédullaire sans verrouillage distal, à foyer fermé"
NCCB005,"Ostéosynthèse de fracture ou de décollement épiphysaire de l'extrémité distale d'un os ou des 2 os de la jambe par broche ou par vis, à foyer fermé"
NCCB006,"Ostéosynthèse de fracture de la diaphyse du tibia par matériel centromédullaire avec verrouillage distal, à foyer fermé"
NCCB007,Ostéosynthèse de fracture ou de décollement épiphysaire de l'extrémité distale du tibia par clou transplantaire
NCCC001,"Ostéosynthèse de fracture de l'éminence intercondylaire du tibia [des tubercules intercondylaires] [des épines tibiales], par arthroscopie"
NCEA001,"Greffe osseuse intertibiofibulaire, par abord direct"
NCEP001,"Réduction orthopédique progressive de fracture d'une extrémité et/ou de la diaphyse du tibia ou des 2 os de la jambe, par traction continue"
NCEP002,Réduction orthopédique extemporanée de fracture d'une extrémité et/ou de la diaphyse du tibia ou des 2 os de la jambe
NCFA001,"Résection ""en bloc"" de l'extrémité proximale des 2 os de la jambe"
NCFA002,"Exérèse partielle du tibia et/ou de la fibula sans interruption de la continuité, par abords multiples"
NCFA003,"Exérèse d'exostose intertibiofibulaire proximale, par abord direct"
NCFA004,"Résection segmentaire du tibia et/ou de la fibula avec ostéosynthèse, pour pseudarthrose congénitale"
NCFA005,Résection partielle d'une extrémité et/ou de la diaphyse du tibia sans interruption de la continuité osseuse
NCFA006,"Exérèse partielle du tibia et/ou de la fibula sans interruption de la continuité, par abord unique"
NCFA007,"Résection segmentaire du tibia et/ou de la fibula avec ostéosynthèse et transfert axial progressif d'un fragment osseux, pour pseudarthrose congénitale"
NCFA008,"Résection ""en bloc"" d'une extrémité et/ou de la diaphyse du tibia"
NCFA009,"Résection ""en bloc"" d'une extrémité et/ou de la diaphyse de la fibula"
NCGA001,"Évidement du tibia et/ou de la fibula sans comblement, par abord direct"
NCGA002,"Évidement du tibia et/ou de la fibula avec comblement, par abord direct"
NCMA001,"Reconstruction du tibia par greffe ou matériau inerte non prothétique, après résection ""en bloc"" d'une extrémité et/ou de la diaphyse"
NCMA002,"Reconstruction du tibia par greffe ou matériau inerte non prothétique, après résection partielle d'une extrémité et/ou de la diaphyse"
NCPA001,"Ostéotomie de la tubérosité du tibia [tubérosité tibiale antérieure] ou mobilisation du ligament patellaire [tendon rotulien] pour recentrage de la patelle, par arthrotomie"
NCPA002,"Ostéotomie de la tubérosité du tibia [tubérosité tibiale antérieure] ou mobilisation du ligament patellaire [tendon rotulien] avec capsulo-myo-ténoplastie pour recentrage de la patelle, par arthrotomie"
NCPA003,"Ostéotomie de la tubérosité du tibia [tubérosité tibiale antérieure] ou mobilisation du ligament patellaire [tendon rotulien] avec ostéotomie de la surface patellaire [trochlée] du fémur pour recentrage de la patelle, par arthrotomie"
NCPA004,"Ostéotomie simple unilatérale de la diaphyse du tibia, avec arthrodèse du couple de torsion du pied [talocalcanéenne et médiotarsienne] et correction de vices architecturaux"
NCPA005,Ostéotomie simple de l'extrémité proximale du tibia avec reconstruction du ligament croisé antérieur
NCPA006,"Ostéotomie supramalléolaire du tibia ou de l'arrière-pied, avec allongement et/ou transfert de tendon"
NCPA007,Ostéotomie de la fibula
NCPA008,"Décortication de la diaphyse du tibia et/ou de la fibula avec ostéosynthèse, pour pseudarthrose"
NCPA009,Ostéotomie supramalléolaire du tibia
NCPA010,Décortication de la diaphyse du tibia et/ou de la fibula pour pseudarthrose
NCPA011,Ostéotomie simple bilatérale de la diaphyse du tibia
NCPA012,"Ostéotomie simple bilatérale de la diaphyse du tibia, avec arthrodèse du couple de torsion du pied [talocalcanéenne et médiotarsienne] et correction de vices architecturaux"
NCPA013,Ostéotomie simple unilatérale de la diaphyse du tibia
NCPA014,Ostéotomie complexe de l'extrémité proximale du tibia
NCPA015,Ostéotomie simple de l'extrémité proximale du tibia
NCPA016,Ostéotomie complexe de la diaphyse du tibia
NCQK001,Radiographie de la jambe
NDAA001,"Allongement osseux extemporané à l'avant-pied, avec autogreffe osseuse"
NDAA002,"Allongement osseux progressif au pied, par système externe"
NDCA001,"Ostéosynthèse de fracture simple ou de fracture-luxation du calcanéus, à foyer ouvert"
NDCA002,"Ostéosynthèse de fracture d'un métatarsien ou d'une phalange d'orteil, à foyer ouvert"
NDCA003,"Ostéosynthèse de fractures de plusieurs os de l'avant-pied, à foyer ouvert"
NDCA004,"Ostéosynthèse de fracture complexe du calcanéus, à foyer ouvert"
NDCA005,"Ostéosynthèse de fracture du corps ou du col du talus, à foyer ouvert"
NDCA006,"Ostéosynthèse de fracture des os du médiopied, à foyer ouvert"
NDCB001,"Ostéosynthèse de fracture du talus ou des os du médiopied, à foyer fermé"
NDCB002,"Ostéosynthèse de fractures de plusieurs os de l'avant-pied, à foyer fermé"
NDCB003,"Ostéosynthèse de fracture d'un métatarsien ou d'une phalange d'orteil, à foyer fermé"
NDCB004,"Ostéosynthèse de fracture du calcanéus, à foyer fermé"
NDDA001,"Fixation de fragment ostéochondral de la trochlée du talus, par arthrotomie"
NDDC001,"Fixation de fragment ostéochondral de la trochlée du talus, par arthroscopie"
NDEP001,Réduction orthopédique de fracture et/ou de luxation de l'avant-pied
NDFA001,Talectomie avec arthrodèse tibiotarsienne
NDFA002,"Exérèse partielle d'os du pied sans interruption de la continuité, par abord direct"
NDFA003,Talectomie avec création de néarthrose tibiopédieuse
NDFA004,"Résection de synostose de l'arrière-pied ou du médiopied, par abord direct"
NDFA005,Résection d'une exostose infra-unguéale d'un orteil
NDFA006,"Résection ""en bloc"" d'un ou plusieurs os du tarse et/ou du métatarse"
NDFA007,Exérèse d'un os sésamoïde du pied
NDFA008,"Tarsectomie postérieure ou ostéotomie de l'arrière-pied, avec ostéotomie supramalléolaire"
NDFA009,"Tarsectomie postérieure ou ostéotomie de l'arrière-pied, avec ostéotomie supramalléolaire, avec allongement et/ou transfert de tendon"
NDFA010,Tarsectomie antérieure ou ostéotomie extraarticulaire de l'arrière-pied ou du médiopied
NDGA001,"Évidement d'un os du pied sans comblement, par abord direct"
NDGA002,"Évidement d'un os du pied avec comblement, par abord direct"
NDGA003,"Ablation de matériel d'ostéosynthèse du pied, à foyer ouvert"
NDMA001,"Reconstruction osseuse du métatarse ou des orteils par greffe ou matériau inerte non prothétique, après résection segmentaire"
NDPA001,Ostéotomie du premier métatarsien
NDPA002,"Ostéotomie du métatarsien et de la phalange proximale du premier rayon du pied, avec libération mobilisatrice de l'articulation métatarsophalangienne du premier orteil et ostéotomie d'un métatarsien latéral"
NDPA003,Ostéotomie du calcanéus ou du talus
NDPA004,"Ostéotomie d'un métatarsien latéral ou d'une phalange d'orteil, sur un rayon du pied"
NDPA005,"Ostéotomie de l'os cunéiforme médial, du métatarsien et de la phalange proximale du premier rayon du pied, avec libération mobilisatrice de l'articulation métatarsophalangienne du premier orteil"
NDPA006,Ostéotomie du calcanéus avec désinsertion des muscles de la plante du pied
NDPA007,"Ostéotomie de l'os cunéiforme médial et du premier métatarsien, avec libération mobilisatrice de l'articulation métatarsophalangienne du premier orteil"
NDPA008,"Ostéotomie du premier métatarsien, avec libération mobilisatrice de l'articulation métatarsophalangienne du premier orteil"
NDPA009,Ostéotomie de la phalange proximale et libération mobilisatrice de l'articulation métatarsophalangienne du premier orteil
NDPA010,Ostéotomie tibiotalienne intraarticulaire
NDPA011,"Ostéotomie du métatarsien et de la phalange proximale du premier rayon du pied, avec libération mobilisatrice de l'articulation métatarsophalangienne du premier orteil"
NDPA012,"Ostéotomie de l'os cunéiforme médial, avec libération mobilisatrice de l'articulation métatarsophalangienne du premier orteil"
NDPA013,"Ostéotomie du métatarsien et de la phalange proximale du premier rayon du pied, avec libération mobilisatrice de l'articulation métatarsophalangienne du premier orteil et ostéotomie de plusieurs métatarsiens latéraux"
NDPA014,"Ostéotomie d'un métatarsien latéral, avec libération de l'articulation métatarsophalangienne"
NDQK001,Radiographie unilatérale du pied selon 1 à 3 incidences
NDQK002,Radiographie bilatérale du pied selon 1 à 3 incidences par côté
NDQK003,Radiographie du pied selon 4 incidences ou plus
NDQK004,"Radiographie du pied selon 4 incidences ou plus, pour étude podométrique"
NDQM001,Ostéodensitométrie ultrasonore du calcanéus
NEDA001,"Arthrodèse coxofémorale, par arthrotomie"
NEDA002,"Stabilisation d'une prothèse totale de l'articulation coxofémorale par pose de butée supraacétabulaire en matériau inerte, abaissement du grand trochanter et/ou changement de la tête ou du col amovible"
NEDA003,"Arthrodèse de l'articulation sacro-iliaque, par arthrotomie"
NEEA001,"Réduction d'une luxation traumatique de l'articulation coxofémorale, par arthrotomie"
NEEA002,"Réduction d'une luxation de prothèse de l'articulation coxofémorale, par arthrotomie"
NEEA003,"Réduction d'une luxation traumatique de l'articulation coxofémorale avec ostéosynthèse de fracture de la tête du fémur, par arthrotomie"
NEEA004,"Réduction d'une hanche instable non traumatique, par arthrotomie"
NEEB001,"Réduction orthopédique d'une luxation traumatique de l'articulation coxofémorale, avec pose de traction continue"
NEEP001,"Réduction orthopédique progressive d'une hanche instable non traumatique par traction, après l'âge de 12 mois"
NEEP002,Réduction orthopédique d'une luxation de prothèse de l'articulation coxofémorale
NEEP003,"Réduction orthopédique progressive d'une hanche instable non traumatique par traction, avant l'âge de 12 mois"
NEEP004,"Réduction orthopédique d'une luxation traumatique de l'articulation coxofémorale, avec contention par appareillage rigide pelvipédieux"
NEEP005,"Réduction orthopédique d'une luxation traumatique de l'articulation coxofémorale, avec fracture ou décollement épiphysaire de la tête du fémur"
NEEP006,Réduction orthopédique progressive d'une hanche instable non traumatique par harnais
NEFA001,Résection de l'articulation coxofémorale avec coaptation trochantéro-iliaque ou fémoro-iliaque
NEFA002,Résection étendue de l'articulation sacro-iliaque
NEFA003,"Synovectomie coxofémorale, par arthrotomie par 2 abords dont un abord postérieur"
NEFA004,"Synovectomie coxofémorale, par arthrotomie par un abord"
